type,city,community,label,centroid_x,centroid_y,geometry,date,case_7day_rate,supdist,area_pct,population,split_pop,supdistlabel,supdistlabel_rep,add_label,rank,dotlabel
Unincorporated,Unincorporated,Hawthorne,Unincorporated - Hawthorne,-118.33050191203652,33.91105363029119,"list(list(c(-118.326510562145, -118.32651288118, -118.333987395055, -118.333985485309, -118.335176882762, -118.335174885628, -118.334878577743, -118.326510562145, 33.9128210977293, 33.90918671892, 33.9091707085049, 33.91075896976, 33.9107563502703, 33.9123171345429, 33.9128081054859, 33.9128210977293)))",2021-07-09,80,2,1,2514,2514,District 2,District 2 - H. Mitchell,0,0.1282051282051282,NA
Unincorporated,Unincorporated,Kagel/Lopez Canyons,Unincorporated - Kagel/Lopez Canyons,-118.37001008037164,34.31029550905424,"list(list(c(-118.351737931471, -118.35174042952, -118.354734629744, -118.360519101802, -118.361314233359, -118.364286460909, -118.367281542331, -118.368900515123, -118.369515507836, -118.370175626542, -118.371339540285, -118.370683315879, -118.370212615912, -118.369810423557, -118.37351002138, -118.373526498474, -118.374685268403, -118.374816459884, -118.377109284552, -118.381860577191, -118.385761247359, -118.384618029216, -118.384618581159, -118.386916226559, -118.386864952137, -118.382372210905, 
-118.382370609822, -118.382941734419, -118.382867302324, -118.387380221266, -118.387387006731, -118.393644962125, -118.393720818128, -118.396743775027, -118.396968073965, -118.39981909945, -118.400609175598, -118.40158661492, -118.406171006752, -118.407488136911, -118.409392437755, -118.410289795198, -118.410224043533, -118.408959133919, -118.409070893376, -118.403524445187, -118.403457420168, -118.401205741588, -118.401052558507, -118.405600682937, -118.405463865634, -118.403713831707, -118.403533489511, 
-118.401830795875, -118.400895596061, -118.399902430953, -118.398161966894, -118.397823426762, -118.396659612437, -118.395524069934, -118.39310749081, -118.391850517748, -118.391028607883, -118.389700600835, -118.387823620992, -118.387438859097, -118.386434110136, -118.386033549029, -118.385546346904, -118.383419447875, -118.380315821488, -118.380013473624, -118.377535137981, -118.37658159539, -118.374961290463, -118.374291689898, -118.372578119439, -118.371478456163, -118.370721910253, -118.369258210014, 
-118.367634544814, -118.367194360803, -118.36593560395, -118.363716619879, -118.362874607232, -118.36290032204, -118.362454064141, -118.363700048861, -118.363235589613, -118.363689914585, -118.363733422737, -118.365113300405, -118.366040628759, -118.365674993433, -118.36671121749, -118.367774575472, -118.367241862968, -118.365116265913, -118.364589025861, -118.365195801204, -118.363936195831, -118.363619615635, -118.363764768328, -118.362797844059, -118.362900186267, -118.36213616777, -118.361631316587, 
-118.360828534928, -118.359553726653, -118.358658226021, -118.357864273041, -118.356932370811, -118.356227020502, -118.35541751186, -118.354159908456, -118.351867589007, -118.350380725668, -118.35089532442, -118.35040964552, -118.350026665746, -118.349028183044, -118.348252499279, -118.349725310857, -118.348806577603, -118.347292532374, -118.345772236062, -118.344744238955, -118.3433037109, -118.342459266014, -118.340982312177, -118.34029755038, -118.339491425338, -118.338891256612, -118.337206791002, 
-118.338120752714, -118.339494909203, -118.341824353951, -118.342934924296, -118.342883892932, -118.340556687015, -118.342036464197, -118.340750418435, -118.339023741541, -118.338466749646, -118.338519255104, -118.338994622688, -118.338339326603, -118.339137740035, -118.33966795034, -118.34031271342, -118.340321444029, -118.341422226547, -118.342785975308, -118.343209304311, -118.344231490519, -118.344567337266, -118.346202030579, -118.346648365605, -118.346491594161, -118.347161175261, -118.34912889564, 
-118.34933656322, -118.349843783463, -118.351723294302, -118.353264191701, -118.354426085373, -118.356360634313, -118.35763928712, -118.359056744128, -118.360345759086, -118.360345708011, -118.351737931471, 34.2794355221206, 34.2788502154406, 34.2788638073176, 34.2799592743409, 34.2797284858638, 34.2807672123136, 34.2805888267448, 34.2832579433871, 34.2834621594634, 34.281898313213, 34.2823395639016, 34.2832858172396, 34.2853852695177, 34.286140449368, 34.286150047658, 34.2831750654537, 34.282831777716, 
34.2836643253791, 34.2833703957194, 34.2839043976449, 34.2848211644197, 34.2881751637575, 34.2897311544031, 34.2897341399925, 34.291527988165, 34.2915250813492, 34.2933428152587, 34.2933434151334, 34.2969639928318, 34.2969709385988, 34.2987886449417, 34.2987962898368, 34.2969790017521, 34.2969825328856, 34.2933250441221, 34.2934046283135, 34.2914273144063, 34.2864266951007, 34.2859301812882, 34.2871890995469, 34.2890182681485, 34.2910709978329, 34.2918385685498, 34.2918005978159, 34.2936615728921, 
34.2935074068159, 34.2971056488119, 34.2970650407026, 34.3006704357656, 34.3007253616567, 34.3080005141303, 34.3080128856546, 34.309066615699, 34.3099746140168, 34.3100374791673, 34.3121700315004, 34.3128180841033, 34.3123128980735, 34.312009981248, 34.3131279623863, 34.31472788637, 34.3146890231454, 34.314205989963, 34.3149099496519, 34.3154291418762, 34.3163691198027, 34.3168068386326, 34.3161269828825, 34.3138969069077, 34.3151618461819, 34.3154048559784, 34.3162799761036, 34.3185890791945, 34.319015908408, 
34.3188378567656, 34.3190721241362, 34.3221100399788, 34.3213481315592, 34.3217739658318, 34.3218179375837, 34.3223889394281, 34.3232118918737, 34.3227928697218, 34.3235679281093, 34.3241560963239, 34.325118121892, 34.3257009783176, 34.3269829104845, 34.3287110051108, 34.329215939571, 34.3304578523376, 34.3305251468941, 34.3312519113718, 34.3317160345932, 34.3327210322631, 34.3331131611427, 34.3339989083024, 34.3334718985053, 34.3341010343719, 34.3349929559819, 34.3359358345555, 34.3366419598001, 
34.3380230219073, 34.3384868788574, 34.340309105105, 34.3398270757489, 34.3406680614511, 34.3407961707634, 34.340165885802, 34.3403021559641, 34.340944072296, 34.3407050068327, 34.3411539565854, 34.3404841335985, 34.34077393909, 34.3396179195505, 34.3409271278578, 34.3415878776458, 34.3438669323825, 34.3445739013186, 34.3446578435141, 34.3433558624332, 34.3414428747122, 34.3407839709066, 34.3403558718471, 34.3396148565984, 34.3397579271915, 34.3390729864168, 34.3391420118305, 34.3380480548406, 34.3378751462952, 
34.3367768819418, 34.3366308628023, 34.3349861478141, 34.3340980964692, 34.334785002029, 34.3345668665939, 34.3347828715738, 34.3324421652993, 34.3307601557129, 34.3297488892896, 34.3279131501628, 34.3272571281301, 34.3254911117855, 34.3241469077037, 34.3233531580479, 34.3222489671098, 34.3210819770016, 34.3195289684084, 34.3184589201922, 34.3177578418838, 34.3168520652791, 34.3150689602328, 34.3141259249674, 34.3130520376791, 34.3117808738491, 34.3090918745935, 34.3077249001161, 34.3062559182098, 
34.3040340544026, 34.3018579135831, 34.3004479938198, 34.29941092118, 34.2983441067185, 34.2966871134985, 34.29623615715, 34.2960700720632, 34.2950571423402, 34.293607904173, 34.2930939995539, 34.2804348313164, 34.2794355221206)), list(c(-118.396890477161, -118.400663086904, -118.402719974562, -118.404911307102, -118.40520888639, -118.404042445713, -118.404020218771, -118.399794464456, -118.400140186947, -118.397156503483, -118.39711529834, -118.399011238825, -118.398781276469, -118.396890477161, 
34.3198142566217, 34.3195425070823, 34.321298800748, 34.3220773919638, 34.3298134193552, 34.3297080855215, 34.3340079163687, 34.333861868844, 34.337913859857, 34.3377739154456, 34.3367731332982, 34.334589891998, 34.3342969683906, 34.3198142566217)))",2021-07-09,71,5,0.9995774950341235,1412,1411.4034229881825,District 5,District 5 - K. Barger,0,0.10204081632653061,NA
Unincorporated,Unincorporated,La Crescenta-Montrose,Unincorporated - La Crescenta-Montrose,-118.23526610783891,34.23215159036779,"list(list(c(-118.238807392352, -118.232762338599, -118.221610898698, -118.221609312792, -118.2216834207, -118.222737291192, -118.223653620995, -118.224703437592, -118.224995327537, -118.22474344523, -118.226183945957, -118.226236414828, -118.227137642764, -118.227999057008, -118.227424070826, -118.22741590916, -118.226579952281, -118.227466286731, -118.227755226574, -118.226873588214, -118.227262211345, -118.228557562987, -118.228595858512, -118.229595851762, -118.229889859096, -118.231869735185, 
-118.23077348121, -118.228964231507, -118.226353272532, -118.226374127029, -118.222004459424, -118.222085805408, -118.225701215132, -118.225560872443, -118.227448082173, -118.227615148846, -118.231939043277, -118.232250398456, -118.233243061748, -118.235245922854, -118.235210592922, -118.237682452714, -118.237575718646, -118.2434575991, -118.244346369769, -118.244333166818, -118.24574441889, -118.24872331393, -118.248574675312, -118.247690606028, -118.246609099225, -118.245327501264, -118.244502348335, 
-118.243427277898, -118.243372425097, -118.238807392352, 34.2522589175296, 34.2519770125385, 34.2515599987214, 34.2447308401899, 34.2427329972188, 34.242736214676, 34.2408031108486, 34.2399239064288, 34.2383508916729, 34.2375785188384, 34.2362080792503, 34.2354244923133, 34.2340804659484, 34.2333111575309, 34.2329553594848, 34.230566437877, 34.2291267441575, 34.2284140685311, 34.2276125184602, 34.2257878662347, 34.2239333499549, 34.222207303603, 34.2210915922955, 34.2208485732034, 34.2201023092445, 
34.218343667679, 34.2172562300858, 34.2173026027288, 34.2162911440888, 34.2142226395606, 34.2129041980333, 34.206179991901, 34.205731923247, 34.2064260245752, 34.2065519848461, 34.2059612206308, 34.2075694473472, 34.2083279517286, 34.2078874119814, 34.2091331321389, 34.2130296929108, 34.2145581783081, 34.2154088564822, 34.2190549348839, 34.2186952319587, 34.2204006612794, 34.2211029774057, 34.2222355439411, 34.2439777562641, 34.2437762260113, 34.2445035303427, 34.2463966760049, 34.2459810114865, 
34.246665338739, 34.2522525734207, 34.2522589175296)))",2021-07-09,10,5,1,19801,19801,District 5,District 5 - K. Barger,0,0.8979591836734694,NA
Unincorporated,Unincorporated,La Rambla,Unincorporated - La Rambla,-118.30225538214184,33.740217762969834,"list(list(c(-118.299504526168, -118.298006753498, -118.298010718353, -118.296828252866, -118.296854488182, -118.3091273579, -118.309119875989, -118.304141786193, -118.304154888462, -118.302169761665, -118.302165052109, -118.302993901799, -118.302990595458, -118.301674948418, -118.301666661311, -118.299507303751, -118.299504526168, 33.7440138885263, 33.7441409153172, 33.7434044968241, 33.7434008937672, 33.7377963662303, 33.7378472051968, 33.7416223463566, 33.7416085856257, 33.7397774929156, 33.7392635060238, 
33.7406968342659, 33.7406992149726, 33.7416059945528, 33.7416027745029, 33.7434159945929, 33.743409367587, 33.7440138885263)))",2021-07-09,48,4,1,2075,2075,District 4,District 4 - J. Hahn,0,0.11428571428571428,NA
Unincorporated,Unincorporated,Ladera Heights,Unincorporated - Ladera Heights,-118.37406224945806,33.9971275416977,"list(list(c(-118.357806809556, -118.359662680494, -118.362846133898, -118.365375221023, -118.36548480231, -118.364352301584, -118.363560322751, -118.363472802725, -118.361507247512, -118.361259442844, -118.371803225377, -118.371803457459, -118.375769208341, -118.376731073276, -118.376168877456, -118.374500206475, -118.371802754322, -118.371808934203, -118.376948181967, -118.380169261019, -118.38522021736, -118.386559102222, -118.385451753331, -118.384791822112, -118.378934797291, -118.379004833683, 
-118.382520248244, -118.382488736514, -118.387854056796, -118.38361453899, -118.38606181119, -118.385125580433, -118.384029147108, -118.382713610874, -118.390934008418, -118.390972766351, -118.387331008984, -118.385219486995, -118.379619779939, -118.379001969999, -118.373173936314, -118.372852264702, -118.372643636129, -118.366726037984, -118.367178564448, -118.365020658681, -118.362641763343, -118.361504156862, -118.361436249361, -118.357795278043, -118.357797772477, -118.359336429302, -118.359333381894, 
-118.358440975801, -118.358104672107, -118.357806809556, 33.9971609907355, 33.9968020291062, 33.9978978307321, 33.9983391335601, 33.9966121086374, 33.9948881533192, 33.9929409288169, 33.9894991428431, 33.9850421661228, 33.9830369655242, 33.9830076846659, 33.9819456332484, 33.9828830798792, 33.9825898366055, 33.9815350354864, 33.9797764383508, 33.9799300738972, 33.9772361143684, 33.9769618685687, 33.9762898689873, 33.976557909081, 33.9768641353532, 33.978491325327, 33.9784367571047, 33.9888480783594, 
33.9922957490491, 33.990936139258, 33.9890931050097, 33.9890474692118, 33.9921705807198, 33.9934838154981, 33.9965012226512, 33.9962553469173, 34.0004009135777, 34.0015193978081, 34.0016941062649, 34.0096873914984, 34.0126082705086, 34.0115090004714, 34.0117043241118, 34.0119076208695, 34.011918919451, 34.0158280709501, 34.0156167464816, 34.0070674255149, 34.0055506199239, 34.0063168908768, 34.0076296644412, 34.0083322920028, 34.0091300621023, 34.00701178914, 34.0018824392546, 34.0011724669461, 33.9992584815756, 
33.9973809677086, 33.9971609907355)))",2021-07-09,42,2,1,7071,7071,District 2,District 2 - H. Mitchell,0,0.5128205128205128,NA
Unincorporated,Unincorporated,Lake Los Angeles,Unincorporated - Lake Los Angeles,-117.87071021367207,34.62097779444668,"list(list(c(-117.808769694732, -117.820658640598, -117.824845040033, -117.835536520405, -117.844467704182, -117.862698578665, -117.864904068301, -117.879262384293, -117.889527020215, -117.88952854592, -117.889631040322, -117.88949793039, -117.906479526702, -117.916189725645, -117.916475560502, -117.916314341563, -117.916532371028, -117.916366382591, -117.916313493174, -117.934342416076, -117.938728709484, -117.938672980207, -117.947586801289, -117.947553406765, -117.95199897584, -117.951982952525, 
-117.960829363653, -117.960820913834, -117.951938814256, -117.931957297929, -117.922993703214, -117.900642019673, -117.880676889908, -117.880636475205, -117.871985413162, -117.871748451923, -117.870032855017, -117.863058699247, -117.862914034549, -117.843656484449, -117.827289984383, -117.818503687858, -117.809408246773, -117.809334018528, -117.809378593213, -117.809222422298, -117.80908255896, -117.809039627396, -117.808810457665, -117.808999426406, -117.80909832742, -117.808963723489, -117.808769694732, 
34.5579449647597, 34.5578940557959, 34.5579798508607, 34.5579820850248, 34.5579680846669, 34.5580329903264, 34.5579708880675, 34.5579351704118, 34.5579648589435, 34.5630668786417, 34.572182862655, 34.5873551502881, 34.5872660160951, 34.5871762396055, 34.6019596565613, 34.6168591778022, 34.631426105072, 34.6460614368665, 34.6606068271985, 34.6607384528457, 34.6607465802132, 34.6754210936251, 34.6754589202792, 34.6809372922806, 34.6809490878958, 34.6827736065082, 34.6828399746016, 34.6901734449054, 
34.6900679058372, 34.6900731431693, 34.6900090675933, 34.6899640192816, 34.6901501035612, 34.6754539066427, 34.6754330905591, 34.6684208383601, 34.6680961535317, 34.6681060203735, 34.645939089515, 34.6458451032926, 34.6457360651924, 34.6458771484885, 34.6459738344518, 34.6276129175694, 34.621223998771, 34.6002088528816, 34.5880399365032, 34.5799709020938, 34.5763310547962, 34.572162908052, 34.565981836869, 34.5652919221329, 34.5579449647597)))",2021-07-09,31,5,1,12994,12994,District 5,District 5 - K. Barger,0,0.5918367346938775,NA
Unincorporated,Unincorporated,Lake Manor,Unincorporated - Lake Manor,-118.65174848008097,34.238237195832326,"list(list(c(-118.632509353041, -118.632505483059, -118.629918134018, -118.63146306664, -118.646980659657, -118.647752356327, -118.648560404269, -118.650952744683, -118.651734435307, -118.6525794855, -118.654565558789, -118.655852111612, -118.65784312206, -118.659378393444, -118.658863846362, -118.661631661788, -118.662727638903, -118.66449700501, -118.666647570935, -118.665517480096, -118.665292404819, -118.665937235955, -118.667741616593, -118.667714589245, -118.650390056996, -118.632509353041, 
34.2403922925866, 34.2385714689977, 34.2385808411547, 34.2370181522571, 34.2380820786804, 34.2349830980552, 34.2348671351976, 34.23532212583, 34.2364919716261, 34.2368759065336, 34.2367769041758, 34.2365009851141, 34.2372400207939, 34.2368270332869, 34.2349341076971, 34.2345401367197, 34.2346461179868, 34.2343478828437, 34.2343480778061, 34.2351508543055, 34.2357621321534, 34.2365479291034, 34.2366939328291, 34.2403471130459, 34.2403892399784, 34.2403922925866)))",2021-07-09,61,5,1,1643,1643,District 5,District 5 - K. Barger,0,0.16326530612244897,NA
Unincorporated,Unincorporated,Lennox,Unincorporated - Lennox,-118.35860082395887,33.93801859859392,"list(list(c(-118.346085918724, -118.347159079524, -118.347161043107, -118.348252229441, -118.349018215646, -118.348820012103, -118.351542904584, -118.352822804666, -118.352829749199, -118.354834713231, -118.355895640223, -118.355898095612, -118.360213110895, -118.361322796328, -118.361833171422, -118.361832176678, -118.368383965473, -118.370124617917, -118.370028748965, -118.370033084688, -118.370132205668, -118.36903427036, -118.369032211189, -118.367710220611, -118.367483601853, -118.36636389637, 
-118.365594445472, -118.360312532576, -118.360311040487, -118.358065755959, -118.356900422381, -118.356449993134, -118.354931188362, -118.354928226985, -118.351965913841, -118.351965781538, -118.34443549837, -118.344455246464, -118.3453506465, -118.345566365076, -118.345047431212, -118.345040716344, -118.346085918724, 33.9327426955376, 33.9327712111131, 33.9340407148056, 33.9340396294224, 33.9335276878171, 33.9326382995963, 33.9334015098001, 33.9335938996891, 33.9344601410611, 33.9342103864739, 33.9344580014759, 
33.9334838793045, 33.9322705971017, 33.9327423128782, 33.9318405160611, 33.9308468256943, 33.9308342015213, 33.9308539455273, 33.9345250336635, 33.9407317461005, 33.9452575104413, 33.9452567531216, 33.9417954871439, 33.9418156687124, 33.9431418581818, 33.9445648775809, 33.9446596090739, 33.9446576434392, 33.9443107304727, 33.9443129521152, 33.943967084489, 33.9446519468702, 33.9445327727148, 33.9418883111461, 33.9418894361406, 33.9426426924516, 33.9426513812168, 33.9390348017964, 33.9383095553254, 
33.9374560714077, 33.9367307490227, 33.9334992902474, 33.9327426955376)))",2021-07-09,13,2,0.9997734497049424,22542,22536.89310324881,District 2,District 2 - H. Mitchell,0,0.9871794871794872,NA
Unincorporated,Unincorporated,Littlerock/Pearblossom,Unincorporated - Littlerock/Pearblossom,-117.8977768257838,34.53436349832024,"list(list(c(-117.835536520405, -117.835552225838, -117.8354694577, -117.835440748056, -117.835383563449, -117.838659578201, -117.85371588593, -117.860971610815, -117.878782813303, -117.901209657143, -117.906479091707, -117.917819484844, -117.922373529259, -117.923662816703, -117.925406122173, -117.929078805384, -117.934803184863, -117.93698297426, -117.939983585254, -117.958100173015, -117.958129044205, -117.972443204273, -117.98775359358, -117.986244006832, -117.985919918811, -117.983711515128, 
-117.983697875994, -117.981486102682, -117.981470596088, -117.980148610372, -117.9780839164, -117.977694615407, -117.977770676854, -117.974897757035, -117.953659238519, -117.94301428596, -117.937505786098, -117.923127632544, -117.908671367679, -117.9028922259, -117.889527020215, -117.879262384293, -117.864904068301, -117.862698578665, -117.844467704182, -117.835536520405, 34.5579820850248, 34.5424819596922, 34.5297648884053, 34.5132270081793, 34.5060561054598, 34.5061230159196, 34.5061379670369, 
34.5062931581329, 34.5064159763875, 34.5064630857111, 34.506434971657, 34.5064558853601, 34.5065049083769, 34.5067939053367, 34.5079068311532, 34.5120290657688, 34.518575895058, 34.5203098972912, 34.52106294854, 34.5211670686305, 34.542959072587, 34.5429360284159, 34.542851980445, 34.5446739701035, 34.5464905882247, 34.5465013034621, 34.5483152087345, 34.5483255395913, 34.5508490687281, 34.5516690851222, 34.5540328884007, 34.5567198426022, 34.5579491631648, 34.5577559130184, 34.5579629678283, 34.5579378327506, 
34.5579650067275, 34.5579330603995, 34.5579628970951, 34.5579350590701, 34.5579648589435, 34.5579351704118, 34.5579708880675, 34.5580329903264, 34.5579680846669, 34.5579820850248)))",2021-07-09,28,5,1,3569,3569,District 5,District 5 - K. Barger,0,0.6326530612244898,NA
Unincorporated,Unincorporated,Marina del Rey,Unincorporated - Marina del Rey,-118.44765913309126,33.97653548022516,"list(list(c(-118.441603232936, -118.439835130354, -118.435928520841, -118.433132717493, -118.432259644387, -118.433566870399, -118.451301828156, -118.451669175179, -118.447437697067, -118.446520223128, -118.44642131654, -118.441172241306, -118.441921718583, -118.446206845074, -118.446426544617, -118.441220121983, -118.44220891672, -118.446411995371, -118.446427841744, -118.442792282028, -118.443091414893, -118.444374183988, -118.446417360121, -118.446424710558, -118.449724991994, -118.452225320114, 
-118.456127939954, -118.456612979863, -118.455178531117, -118.449739210002, -118.449732382476, -118.455555851073, -118.457311359318, -118.457992261204, -118.457412144689, -118.449723476176, -118.449728187709, -118.457641001433, -118.457632004498, -118.449721008384, -118.449729027261, -118.457745462819, -118.456504550183, -118.449720069937, -118.449716502673, -118.456213945927, -118.454991226003, -118.449715874057, -118.449873594018, -118.450694992742, -118.451755119839, -118.453068870149, -118.454952364283, 
-118.454674331883, -118.458643017015, -118.461421613289, -118.462231081698, -118.463283347111, -118.454860047317, -118.449254196132, -118.441603232936, 33.9833800385697, 33.9814863408166, 33.9780972760079, 33.9761041444892, 33.9750160267888, 33.9742749058286, 33.9642309635335, 33.9647750413998, 33.9671866120023, 33.9683039310581, 33.9744973189273, 33.9770199403701, 33.978099860796, 33.9760290218149, 33.9773341369207, 33.9798473284178, 33.9812677957668, 33.9792453380206, 33.9803616044459, 33.9821140631109, 
33.9825416327896, 33.9827818202375, 33.9817984387963, 33.9831771585378, 33.9837979447605, 33.9837930650659, 33.9835544238642, 33.9829758787283, 33.982146287128, 33.9821460748598, 33.9811819392108, 33.9811697102949, 33.9819012174897, 33.9806497243033, 33.979518769476, 33.9795236287063, 33.9785584197729, 33.978542748904, 33.9768964609832, 33.9769145294566, 33.9759510257913, 33.975930152076, 33.9742806318931, 33.9742830985476, 33.9733117381258, 33.9733065787958, 33.9716538834698, 33.9716592369178, 33.9700143900405, 
33.9685151060657, 33.967563467889, 33.9668622990079, 33.9696607904672, 33.9697813709547, 33.9751023803194, 33.9783572939331, 33.9797985494846, 33.9810008315727, 33.9863651367472, 33.9848892323645, 33.9833800385697)))",2021-07-09,53,4,0.9987434079704546,9411,9399.174212409947,District 4,District 4 - J. Hahn,0,0.08571428571428572,NA
Unincorporated,Unincorporated,North Whittier,Unincorporated - North Whittier,-118.00697627258889,34.036080000706754,"list(list(c(-117.990440818595, -117.991672007151, -117.99166382533, -117.995947706043, -118.00258646926, -118.004391851821, -118.006226923618, -118.021011096038, -118.021727199147, -118.025997807229, -118.026043309158, -118.028131003603, -118.022712655401, -118.020311047901, -118.018416751392, -118.017340741121, -118.016528674844, -118.015233191725, -118.013911385383, -118.013923187356, -118.008029946145, -118.007766090918, -118.009022201242, -118.008764772986, -118.009502654797, -118.009479752112, 
-118.008945057737, -118.005998606678, -118.006062886812, -118.004950451663, -117.991045866221, -117.993955607885, -117.990440818595, 34.0308456243659, 34.0296026533399, 34.0289084758113, 34.028804276339, 34.031547708727, 34.0320144488414, 34.0320198638456, 34.0305487794908, 34.0302017355207, 34.0297760039069, 34.0328178727904, 34.0331598564196, 34.037319193609, 34.0358814612594, 34.0371134928405, 34.0371844093878, 34.0367019307072, 34.036871781023, 34.0375743622813, 34.0390740044872, 34.0419700971254, 
34.0442958336704, 34.0451335001545, 34.0456082118178, 34.0465159801489, 34.0483226998343, 34.0491556849515, 34.0468998742176, 34.0456478781101, 34.04582997418, 34.0362991382449, 34.0333769713894, 34.0308456243659)))",2021-07-09,36,1,1,8360,8360,District 1,District 1 - H. Solis,0,0.22,NA
Unincorporated,Unincorporated,Northeast San Gabriel,Unincorporated - Northeast San Gabriel,-118.0792162436394,34.11547528620068,"list(list(c(-118.067887526211, -118.06735476337, -118.067290064979, -118.067693499442, -118.067499103073, -118.067277004894, -118.067100056922, -118.061323458057, -118.059847822066, -118.059620687308, -118.058330575837, -118.057917795707, -118.057138128007, -118.056588094739, -118.062950736821, -118.063672056138, -118.068221155457, -118.068203880084, -118.07313403058, -118.074059973765, -118.073370472287, -118.073788876463, -118.081461695761, -118.082304221514, -118.082205623041, -118.084998507215, 
-118.08500974, -118.088113248935, -118.088469056851, -118.090188434774, -118.090366233056, -118.088686481859, -118.088692503369, -118.086608053608, -118.086629696911, -118.090906042008, -118.091038138361, -118.091297108449, -118.091428607071, -118.090268749313, -118.090539273976, -118.088156077961, -118.088575587946, -118.091147781986, -118.084082106262, -118.081449069663, -118.074400112268, -118.067887526211, 34.1307262074359, 34.1297874213497, 34.1253551458483, 34.124061534426, 34.1241060813564, 
34.1241434933637, 34.123274084222, 34.1241022008164, 34.1236220636043, 34.1224948624433, 34.1226744474251, 34.1206185531883, 34.1207267779086, 34.1184064623132, 34.1175167847428, 34.121099970377, 34.1204644484026, 34.1195384266133, 34.1184096043608, 34.1175063658041, 34.116770357384, 34.1135581886132, 34.1135123856715, 34.1135935637173, 34.1040362040127, 34.1039528663075, 34.1052539736755, 34.1052380111776, 34.1043330158678, 34.1043210968435, 34.105310883081, 34.1053289582331, 34.1063343296263, 34.1063437416803, 
34.1081030484645, 34.1080786112113, 34.1141059607942, 34.1152777307211, 34.1222338612397, 34.1236382070166, 34.124782491625, 34.1254945778821, 34.1269393066566, 34.1267965663043, 34.1288619024095, 34.1293768697929, 34.1303201557418, 34.1307262074359)), list(c(-118.073780164117, -118.087261872088, -118.087921354748, -118.089099127318, -118.089102249422, -118.086705698369, -118.0861054836, -118.08608591424, -118.084935252541, -118.08371808252, -118.083744329341, -118.082369132515, -118.082368552802, 
-118.082241665428, -118.081531308313, -118.081544989577, -118.077895004781, -118.077895759403, -118.077299656867, -118.077212774535, -118.077211710391, -118.076557654237, -118.075598580938, -118.073600941727, -118.073544899629, -118.073780164117, 34.0905829359838, 34.0950169071407, 34.095529592988, 34.0973182783818, 34.098698392123, 34.0985668643725, 34.0978878839983, 34.0965256430706, 34.0969661160958, 34.0969710873761, 34.0984428950191, 34.0989999396416, 34.0950581252438, 34.0936605782794, 34.0934268046007, 
34.0989891637243, 34.0989654672251, 34.1015484617288, 34.1016903594031, 34.1041865090392, 34.1030341225786, 34.1030293865027, 34.0981391309045, 34.0970982362064, 34.0934686826192, 34.0905829359838)), list(c(-118.084736608473, -118.083890423165, -118.083874382847, -118.082285544952, -118.082288042998, -118.084947075144, -118.084936224617, -118.086132114861, -118.087423376289, -118.089699357009, -118.089737681236, -118.084736608473, 34.1030301103973, 34.1024890277105, 34.101318103643, 34.101330874487, 
34.1005126952469, 34.1004754764196, 34.0995491094731, 34.0996918395694, 34.0994295209884, 34.0995319280662, 34.1029248289511, 34.1030301103973)), list(c(-118.079549929849, -118.079534259465, -118.081471586908, -118.081477818824, -118.080635858962, -118.081355341888, -118.079549929849, 34.1024950545485, 34.0999127567246, 34.0999310444903, 34.1012417728636, 34.1016163912086, 34.1026741808934, 34.1024950545485)), list(c(-118.083271100593, -118.082288248153, -118.082287456499, -118.083674806342, -118.083271100593, 
34.1025310175036, 34.1023994499912, 34.1015950122698, 34.1015861594096, 34.1025310175036)), list(c(-118.082290731982, -118.082290018072, -118.08348079435, -118.083651762933, -118.082290731982, 34.0998885845056, 34.0991631478096, 34.09915752221, 34.100014395019, 34.0998885845056)))",2021-07-09,12,5,0.9999922158977572,24036,24035.81290131849,District 5,District 5 - K. Barger,0,0.8367346938775511,NA
